LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
a $5-10 million,BLUE HORSESHOE SOLUTIONS INC.,"11939 N Meridian St., Ste 300",CARMEL,IN,46032,541511,Corporation,Hispanic,Unanswered,Unanswered,,281,4/10/2020,The Huntington National Bank,IN - 05
a $5-10 million,"BRAVOTAMPA, LLC",4220 EDISON LAKES PKWY,MISHAWAKA,IN,46545,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,4/8/2020,Lake City Bank,IN - 02
a $5-10 million,BRC RUBBER & PLASTICS INC,"1029 W State Blvd, Suite A",FORT WAYNE,IN,46808,326291,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,500,4/11/2020,STAR Financial Bank,IN - 03
a $5-10 million,BTD MANUFACTURING INC,177 Six Pine Ranch Road 0.0,BATESVILLE,IN,47006,336370,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,500,4/10/2020,"JPMorgan Chase Bank, National Association",IN - 06
a $5-10 million,"BUCKINGHAM MANAGEMENT, L.L.C.",941 N MERIDIAN ST,INDIANAPOLIS,IN,46204,541611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,328,4/4/2020,Merchants Bank of Indiana,IN - 07
a $5-10 million,BYRIDER SALES OF INDIANA S LLC,12802 Hamilton Crossing Blvd,CARMEL,IN,46032,441120,,Unanswered,Unanswered,Unanswered,,476,5/3/2020,Fifth Third Bank,IN - 05
a $5-10 million,C.A. ADVANCED INC,311 S. indiana Ave,WAKARUSA,IN,46573,237130,Corporation,Unanswered,Unanswered,Unanswered,,438,4/5/2020,"PNC Bank, National Association",IN - 02
a $5-10 million,CFA INC.,977 State Rt 46 East Suite C,BATESVILLE,IN,47006,561320,Corporation,Unanswered,Unanswered,Unanswered,,0,4/16/2020,Sterling National Bank,IN - 06
a $5-10 million,CINTEMP INC.,977 State Rt 46 East Suite C,BATESVILLE,IN,47006,561320,Corporation,Unanswered,Unanswered,Unanswered,,0,4/28/2020,Sterling National Bank,IN - 06
a $5-10 million,CONSOLIDATED FABRICATION AND CONSTRUCTORS INC,3851 Ellsworth Street,GARY,IN,46408,236118,Corporation,Unanswered,Unanswered,Unanswered,,420,4/8/2020,First Financial Bank,IN - 01
a $5-10 million,COUNTRYMARK REFINING & LOGISTICS LLC,1200 REFINERY RD,MOUNT VERNON,IN,47620,211120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,380,4/15/2020,First Merchants Bank,IN - 08
a $5-10 million,"CROWN CORR, INC.",7100 W 21st Ave,GARY,IN,46406,238160,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,463,4/11/2020,"Wheaton Bank & Trust Company, National Association",IN - 01
a $5-10 million,CUNNINGHAM RESTAURANT GROUP LLC,530 FULTON ST SUITE 100,INDIANAPOLIS,IN,46202,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,500,4/9/2020,"JPMorgan Chase Bank, National Association",IN - 07
a $5-10 million,DECATUR COUNTY MEMORIAL HOSPITAL,720 LINCOLN ST,GREENSBURG,IN,47240,622110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,486,4/28/2020,First Financial Bank,IN - 06
a $5-10 million,"DIVERSE STAFFING SERVICES, INC.",7135 Waldemar Drive,INDIANAPOLIS,IN,46268,561330,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,500,4/16/2020,BMO Harris Bank National Association,IN - 05
a $5-10 million,"DRAPER, INC.",411 PEARL ST,SPICELAND,IN,47385,337920,Corporation,Unanswered,Unanswered,Unanswered,,500,4/5/2020,Citizens State Bank of New Castle,IN - 06
a $5-10 million,"DUCHARME, MCMILLEN & ASSOCIATES, INC.",828 S HARRISON ST,FORT WAYNE,IN,46802,541990,Corporation,Unanswered,Unanswered,Unanswered,,459,4/8/2020,First Financial Bank,IN - 03
a $5-10 million,"ELECTRIC PLUS, INC",173 COUNTY ROAD 525,AVON,IN,46123,238210,Corporation,White,Male Owned,Non-Veteran,,,4/10/2020,First Merchants Bank,IN - 04
a $5-10 million,"ENVIGO RMS, LLC",8250 Allison Pointe Blvd Suite 400,INDIANAPOLIS,IN,46250,541714,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/29/2020,"Bank of America, National Association",IN - 05
a $5-10 million,"ENVISTA, LLC",11555 N MERIDIAN ST Ste 300,CARMEL,IN,46032,541614,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,4/7/2020,First Merchants Bank,IN - 05
a $5-10 million,FLANDERS ELECTRIC MOTOR SERVICE INC,8101 Baumgart Road,EVANSVILLE,IN,47725,335312,Corporation,Unanswered,Unanswered,Unanswered,,500,4/29/2020,"Bank of America, National Association",IN - 08
a $5-10 million,FOX CONTRACTORS CORP,5430 W FERGUSON RD,FORT WAYNE,IN,46809,237310,Corporation,Unanswered,Unanswered,Unanswered,,215,4/5/2020,Lake City Bank,IN - 03
a $5-10 million,"FUSION ALLIANCE, LLC",301 Pennsylvania Parkway,CARMEL,IN,46280,541611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,375,4/7/2020,The National Bank of Indianapolis,IN - 05
a $5-10 million,G.W. BERKHEIMER CO. INC. EMPLOYEE STOCK OWNERSHIP PLAN TRUST,6000 Southport Road 0.0,PORTAGE,IN,46368,423730,Trust,Unanswered,Unanswered,Unanswered,,369,4/10/2020,"JPMorgan Chase Bank, National Association",IN - 01
a $5-10 million,"GENESIS PRODUCTS, LLC",2608 ALMAC CT,ELKHART,IN,46514,321911,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,500,4/5/2020,Lake City Bank,IN - 02
a $5-10 million,"GROTE INDUSTRIES, LLC",2600 Lanier Drive,MADISON,IN,47250,336320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,426,4/14/2020,"JPMorgan Chase Bank, National Association",IN - 06
a $5-10 million,"HALL, RENDER, KILLIAN, HEATH & LYMAN, P.C.",500 N. Meridian Street,INDIANAPOLIS,IN,46204,541110,Corporation,Unanswered,Unanswered,Unanswered,,274,4/11/2020,KeyBank National Association,IN - 07
a $5-10 million,HALLADOR ENERGY COMPANY,1183 E Canvasback Drive,TERRE HAUTE,IN,47802,212112,Corporation,Unanswered,Unanswered,Unanswered,,500,4/7/2020,"First Financial Bank, National Association",IN - 08
a $5-10 million,HARRELL-FISH,2010 W Fountain Drive,BLOOMINGTON,IN,47404,238220,Corporation,Unanswered,Unanswered,Unanswered,,291,4/5/2020,German American Bank,IN - 08
a $5-10 million,"HEART OF THE HOUSE HOSPITALITY, INC.",2346 S Lynhurst,INDIANAPOLIS,IN,46241,561320,Corporation,White,Unanswered,Unanswered,,500,4/10/2020,Byline Bank,IN - 07
a $5-10 million,"HIGHPOINT DIGITAL, INC.",300 N. MERIDIAN ST Ste. 1750,INDIANAPOLIS,IN,46204,541618,Corporation,Unanswered,Male Owned,Unanswered,,,4/8/2020,First Merchants Bank,IN - 07
a $5-10 million,HKP CORP.,500 East 96th Street,INDIANAPOLIS,IN,46240,531120,Corporation,Unanswered,Unanswered,Unanswered,,499,4/13/2020,KeyBank National Association,IN - 05
a $5-10 million,HUSE CULINARY INC,101 W Washington St Ste 1250E,INDIANAPOLIS,IN,46204,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,500,4/11/2020,"PNC Bank, National Association",IN - 07
a $5-10 million,"HUSTON ELECTRIC, INC.",P.O. Box 904,KOKOMO,IN,46903,238210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,329,4/8/2020,STAR Financial Bank,IN - 04
a $5-10 million,ICE MILLER LLP,"One America Square, Ste 2900",INDIANAPOLIS,IN,46282,541110,Limited Liability Partnership,White,Male Owned,Non-Veteran,,249,4/10/2020,The Huntington National Bank,IN - 07
a $5-10 million,"IF&P FOODS, LLC",4501 MASSACHUSETTS AVE,INDIANAPOLIS,IN,46218,424480,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,160,4/6/2020,City National Bank,IN - 07
a $5-10 million,"ILPEA INDUSTRIES, INC.",745 SOUTH GARDNER ST,SCOTTSBURG,IN,47170,339991,Corporation,Unanswered,Unanswered,Unanswered,,500,4/29/2020,"PNC Bank, National Association",IN - 06
a $5-10 million,KELLEY AUTOMOTIVE GROUP LLC,633 Avenue of Autos,FORT WAYNE,IN,46804,441110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,416,4/5/2020,STAR Financial Bank,IN - 03
a $5-10 million,KEM KREST LLC,3221 MAGNUM DR,ELKHART,IN,46516,424690,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,470,4/8/2020,"PNC Bank, National Association",IN - 02
a $5-10 million,"KEMPER CPA GROUP, LLP",7200 Eagle Crest Blvd,EVANSVILLE,IN,47715,541211,Limited Liability Partnership,White,Male Owned,Non-Veteran,,229,4/10/2020,Old National Bank,IN - 08
a $5-10 million,"KEY BENEFIT ADMINISTRATORS, INC.",8330 Allison Pointe Trail,INDIANAPOLIS,IN,46250,524292,Subchapter S Corporation,White,Male Owned,Non-Veteran,,0,4/10/2020,The Huntington National Bank,IN - 05
a $5-10 million,"KSM BUSINESS SERVICES, INC.",800 E 96TH ST Suite 500,INDIANAPOLIS,IN,46240,541211,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,343,4/5/2020,The National Bank of Indianapolis,IN - 05
a $5-10 million,LEADERS STAFFING LLC,4912 Lima Road,FORT WAYNE,IN,46808,561320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/8/2020,"PNC Bank, National Association",IN - 03
a $5-10 million,LHP SOFTWARE LLC,1888 POSHARD DR,COLUMBUS,IN,47203,541511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,388,4/6/2020,First Financial Bank,IN - 06
a $5-10 million,"MAJESTIC STAR CASINO, LLC",1 Buffington Harbor Drive,GARY,IN,46406,721120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/27/2020,Centier Bank,IN - 01
a $5-10 million,"MAPLE LEAF FARMS, INC.",101 East Church Street,LEESBURG,IN,46538,112390,Corporation,Unanswered,Unanswered,Unanswered,,250,4/5/2020,Lake City Bank,IN - 02
a $5-10 million,MATERIALS PROCESSING INC,"3500 DePauw Boulevard, Suite 1090 0.0",INDIANAPOLIS,IN,46268,551112,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,446,4/9/2020,"JPMorgan Chase Bank, National Association",IN - 05
a $5-10 million,MICROMETL CORPORATION,3035 N Shadeland Ave Ste 300,INDIANAPOLIS,IN,46226,332322,Corporation,Unanswered,Unanswered,Unanswered,,453,5/3/2020,"Bank of America, National Association",IN - 05
a $5-10 million,MOR/RYDE INTERNATIONAL INC.,1966 Sterling Ave,ELKHART,IN,46515,336211,Corporation,Unanswered,Unanswered,Unanswered,,500,4/8/2020,1st Source Bank,IN - 02
a $5-10 million,NAAB ROAD SURGICAL GROUP,8240 Naab Road Ste. 100,INDIANAPOLIS,IN,46260,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18,4/7/2020,The National Bank of Indianapolis,IN - 05
a $5-10 million,NOVAE CORP,1 NOVAE PKWY,MARKLE,IN,46770,336212,Corporation,Unanswered,Male Owned,Non-Veteran,,,4/6/2020,First Merchants Bank,IN - 03
a $5-10 million,ORTHOPAEDICS NORTHEAST P.C.,5050 N Clinton St,FORT WAYNE,IN,46825,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,250,4/5/2020,Lake City Bank,IN - 03
a $5-10 million,PARK 100 FOODS INC,326 E ADAMS ST,TIPTON,IN,46072,311412,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,488,4/13/2020,"PNC Bank, National Association",IN - 05
a $5-10 million,"POLY-WOOD, LLC",1001 West Brooklyn Street 0.0,SYRACUSE,IN,46567,337125,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/10/2020,"JPMorgan Chase Bank, National Association",IN - 02
a $5-10 million,PORTER INC.,2200 W MONROE ST PO Box 1003,DECATUR,IN,46733,336611,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,4/15/2020,First Merchants Bank,IN - 03
a $5-10 million,"PRO RESOURCES, INC",1728 SPY RUN AVE,FORT WAYNE,IN,46805,561311,Corporation,Unanswered,Unanswered,Unanswered,,500,4/14/2020,Lake City Bank,IN - 03
a $5-10 million,"PROJECT LEAD THE WAY, INC.","3939 Priority Way South Drive, Suite 400",INDIANAPOLIS,IN,46240,923110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,237,4/9/2020,Old National Bank,IN - 05
a $5-10 million,"PROTRANS HOLDINGS, INC.",8311 N. Perimeter Road,INDIANAPOLIS,IN,46241,551114,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,500,4/27/2020,BMO Harris Bank National Association,IN - 07
a $5-10 million,PURDUE RESEARCH FOUNDATION,1281 Win Hentschel Blvd 0.0,WEST LAFAYETTE,IN,47906,813219,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,365,4/15/2020,"JPMorgan Chase Bank, National Association",IN - 04
a $5-10 million,"RAYBESTOS POWERTRAIN, LLC",609 E CHANEY ST,SULLIVAN,IN,47882,336390,,Unanswered,Unanswered,Unanswered,,426,5/3/2020,Fifth Third Bank,IN - 08
a $5-10 million,"REA MAGNET WIRE COMPANY, INC.",3400 E. Coliseum Blvd. Ste 200 0.0,FORT WAYNE,IN,46805,331420,Corporation,Unanswered,Unanswered,Unanswered,,498,4/9/2020,"JPMorgan Chase Bank, National Association",IN - 03
a $5-10 million,"REYNOLDS CONSTRUCTION, LLC",6225 N County Road 75 E,ORLEANS,IN,47452,237110,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,360,4/7/2020,CIBC Bank USA,IN - 09
a $5-10 million,SCHURZ COMMUNICATIONS INC,"1301 E DOUGLAS RD, SUITE 200",MISHAWAKA,IN,46545,515210,Corporation,Unanswered,Unanswered,Unanswered,,415,4/15/2020,"Bank of America, National Association",IN - 02
a $5-10 million,"SERVUS, INC.",4201 MANNHEIM RD Ste. A,JASPER,IN,47546,722513,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,500,4/4/2020,German American Bank,IN - 06
a $5-10 million,"SHIEL SEXTON COMPANY, INC.",902 North Capitol Avenue,INDIANAPOLIS,IN,46204,236220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,35,4/14/2020,"JPMorgan Chase Bank, National Association",IN - 07
a $5-10 million,"SMITH BROTHERS OF BERNE, INC.",356 MONROE ST,BERNE,IN,46711,337121,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,4/7/2020,First Merchants Bank,IN - 03
a $5-10 million,"SMOKER CRAFT, INC.",68143 Clunette St 0.0,NEW PARIS,IN,46553,336612,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,400,4/9/2020,"JPMorgan Chase Bank, National Association",IN - 02
a $5-10 million,"SOUTHLAKE COMMUNITY MENTAL HEALTH CENTER, INC.",8555 TAFT ST,MERRILLVILLE,IN,46410,621420,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,426,4/11/2020,Horizon Bank,IN - 01
a $5-10 million,SPECIALTY STEEL WORKS INCORPORATED,1412 150TH ST,HAMMOND,IN,46327,331221,Corporation,Unanswered,Unanswered,Unanswered,,500,4/15/2020,Fifth Third Bank,IN - 01
a $5-10 million,SUPERIOR OIL CO INC,1402 N CAPITOL AVE,INDIANAPOLIS,IN,46202,424690,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,324,4/13/2020,"PNC Bank, National Association",IN - 07
a $5-10 million,TELAMON CORPORATION,1000 E 116TH ST,CARMEL,IN,46032,517911,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,500,4/15/2020,Regions Bank,IN - 05
a $5-10 million,THE CORPORATION OF SAINT MARY'S COLLEGE NOTRE DAME,158 Le Mans Hall,NOTRE DAME,IN,46556,611310,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,417,4/16/2020,1st Source Bank,IN - 02
a $5-10 million,THE HARRISON STEEL CASTINGS COMPANY,900 Mound St,ATTICA,IN,47918,331513,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,417,4/7/2020,1st Source Bank,IN - 04
a $5-10 million,THE ROBERT HENRY CORPORATION,404 S Frances St,SOUTH BEND,IN,46617,237130,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,206,4/13/2020,KeyBank National Association,IN - 02
a $5-10 million,"THOMPSON THRIFT DEVELOPMENT, INC.",901 Wabash Avenue,TERRE HAUTE,IN,47807,531312,Corporation,Unanswered,Unanswered,Unanswered,,338,4/5/2020,"First Financial Bank, National Association",IN - 08
a $5-10 million,TRADEBE CAPITAL CORPORATION,1433 83rd Avenue Suite 200,MERRILLVILLE,IN,46410,562211,Corporation,Unanswered,Unanswered,Unanswered,,500,5/18/2020,BBVA USA,IN - 01
a $5-10 million,TUBE PROCESSING CORPORATION,604 E LEGRANDE AVE,INDIANAPOLIS,IN,46203,332996,Corporation,Unanswered,Unanswered,Unanswered,,,4/9/2020,First Merchants Bank,IN - 07
a $5-10 million,"ULTRA STEAK AFFILIATES, LLC",13099 Parkside Drive,FISHERS,IN,46038,722511,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,499,4/11/2020,The Huntington National Bank,IN - 05
a $5-10 million,UNIVERSITY OF SAINT FRANCIS,2701 SPRING ST,FORT WAYNE,IN,46808,611310,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,468,4/15/2020,Old National Bank,IN - 03
a $5-10 million,"URSCHEL LABORATORIES, INC.",1200 Cutting Edge Dr.,CHESTERTON,IN,46304,333241,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,443,4/28/2020,Centier Bank,IN - 01
a $5-10 million,V GLOBAL HOLDINGS LLC,201 N. Illinois St. 1800,INDIANAPOLIS,IN,46204,325199,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,4/16/2020,"Citizens Bank, National Association",IN - 07
a $5-10 million,"VALLEY OAKS HEALTH, INC.",415 NORTH 26TH ST SUITE 102,LAFAYETTE,IN,47904,622110,Corporation,Unanswered,Unanswered,Unanswered,,,4/6/2020,First Merchants Bank,IN - 04
a $5-10 million,WEIGAND CONSTRUCTION CO INC,7808 HONEYWELL DR,FORT WAYNE,IN,46825,236220,Corporation,Unanswered,Unanswered,Unanswered,,250,4/6/2020,Lake City Bank,IN - 03
a $5-10 million,"WHITE STALLION ENERGY, LLC",250 CROSS POINTE BLVD,EVANSVILLE,IN,47715,213112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,499,4/5/2020,Old National Bank,IN - 08
a $5-10 million,"WOOD-MIZER, LLC",8180 W 10TH ST,INDIANAPOLIS,IN,46214,321113,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,360,4/16/2020,Fifth Third Bank,IN - 07
a $5-10 million,"AMERICAN IMPLEMENT, INC.",2302 E MARY ST,GARDEN CITY,KS,67846,423820,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,356,4/8/2020,The Western State Bank,KS - 01
a $5-10 million,"AMERICAN PIZZA PARTNERS, L.P.",7700 E POLO DR,WICHITA,KS,67206,722513,Limited Liability Partnership,White,Male Owned,Unanswered,,500,4/4/2020,"INTRUST Bank, National Association",KS - 04
a $5-10 million,"AMERICRAFT CARTON, INC.",7400 STATE LINE RD,PRAIRIE VILLAGE,KS,66208,322212,Corporation,Unanswered,Unanswered,Unanswered,,500,4/14/2020,"U.S. Bank, National Association",KS - 03
a $5-10 million,ANESTHESIA ASSOCIATES OF KANSAS CITY PC,8717 W 110th Street suite 600,OVERLAND PARK,KS,66210,621111,Corporation,Unanswered,Unanswered,Unanswered,,279,4/4/2020,Commerce Bank,KS - 03
a $5-10 million,"BARTLETT & WEST, INC.",1200 SW EXECUTIVE DR,TOPEKA,KS,66615,541330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,296,4/7/2020,"INTRUST Bank, National Association",KS - 01
a $5-10 million,BICKFORD SENIOR LIVING GROUP LLC,13795 S Murlen Ste 301,OLATHE,KS,66062,623312,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/15/2020,CrossFirst Bank,KS - 03
a $5-10 million,EDP ENTERPRISES INC,11827 W 112ST,OVERLAND PARK,KS,66210,722310,Subchapter S Corporation,Black or African American,Male Owned,Unanswered,,500,4/6/2020,Stanley Bank,KS - 03
a $5-10 million,"ERIK HOLDINGS, INC.",5400 Kansas Ave,KANSAS CITY,KS,66106,484121,Corporation,Unanswered,Unanswered,Unanswered,,391,4/7/2020,"Community Banks of Colorado, A Division of",KS - 03
a $5-10 million,EXCEL INDUSTRIES INC,200 S. Ridge Road,HESSTON,KS,67062,333112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/15/2020,"U.S. Bank, National Association",KS - 01
a $5-10 million,"GILL STUDIOS, INC.",10800 Lackman Rd,LENEXA,KS,66219,323111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,402,4/5/2020,Commerce Bank,KS - 03
a $5-10 million,GMRG ACQ 1 LLC,10880 Benson Drive Suite 2320,OVERLAND PARK,KS,66210,722513,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,500,4/7/2020,The Huntington National Bank,KS - 03
a $5-10 million,"HERITAGE TRACTOR, INC.",915 Industrial Park Rd,BALDWIN CITY,KS,66006,423820,Corporation,White,Female Owned,Non-Veteran,,488,4/27/2020,KS StateBank,KS - 02
a $5-10 million,HUTCHINSON CLINIC PA,2101 North WALDRON ST,HUTCHINSON,KS,67502,621111,Corporation,Unanswered,Unanswered,Unanswered,,500,4/13/2020,Peoples Bank and Trust Company,KS - 01
a $5-10 million,"ICM HOLDINGS, INC",310 N First Street,COLWICH,KS,67030,551112,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,422,4/5/2020,Commerce Bank,KS - 04
a $5-10 million,INFOSYNC SERVICES LLC,1938 N WOODLAWN ST STE 110,WICHITA,KS,67208,541219,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/16/2020,CrossFirst Bank,KS - 04
a $5-10 million,INLAND TRUCK PARTS COMPANY,7015 College Blvd Suite 650,LEAWOOD,KS,66211,336350,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,4/5/2020,"UMB Bank, National Association",KS - 03
a $5-10 million,"INTEGRA HOLDINGS, INC.",3450 N. Rock Rd    Bldg 100,WICHITA,KS,67226,541380,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,453,4/6/2020,BMO Harris Bank National Association,KS - 04
a $5-10 million,KANSAS MEDICAL CENTER LLC,1124 W. 21st Street,ANDOVER,KS,67002,622110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,248,4/4/2020,"BOKF, National Association",KS - 04
a $5-10 million,"KCOE ISOM, LLP",3030 Cortland Circle,SALINA,KS,67401,238320,Partnership,Unanswered,Unanswered,Unanswered,,352,4/7/2020,Equity Bank,KS - 01
a $5-10 million,"KVC BEHAVIORAL HEALTHCARE, INC.",21350 W. 153rd Street,OLATHE,KS,66061,621112,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,490,4/15/2020,Bank of Blue Valley,KS - 03
a $5-10 million,L S I CORPORATION - TEMPORARY SERVICES & PLACEMENT AGENCY,250 N. Kansas,WICHITA,KS,67214,561320,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,500,4/14/2020,Commerce Bank,KS - 04
a $5-10 million,LABETTE COUNTY MEDICAL CENTER,1902 S US Highway 69,PARSONS,KS,67357,622110,Non-Profit Organization,White,Male Owned,Unanswered,Y,500,4/28/2020,FirstOak Bank,KS - 02
